[0][0]: 1.250000, 3FA00000
[16][21]: 39.127499, 421C828F
[16][22]: 40.127499, 4220828F
[16][23]: 41.127499, 4224828F
[16][24]: 42.127499, 4228828F
[16][25]: 43.127499, 422C828F
[16][26]: 44.127499, 4230828F
[16][27]: 45.127499, 4234828F
[16][28]: 46.127499, 4238828F
[16][29]: 47.127499, 423C828F
[16][30]: 48.127499, 4240828F
[16][31]: 49.127499, 4244828F
[17][0]: 19.127501, 4199051F
[17][1]: 20.127501, 41A1051F
[17][2]: 21.127501, 41A9051F
[17][3]: 22.127501, 41B1051F
[17][4]: 23.127501, 41B9051F
[17][5]: 24.127501, 41C1051F
[17][6]: 25.127501, 41C9051F
[17][7]: 26.127501, 41D1051F
[17][8]: 27.127501, 41D9051F
[17][9]: 28.127501, 41E1051F
[17][10]: 29.127501, 41E9051F
[17][11]: 30.127501, 41F1051F
[17][12]: 31.127501, 41F9051F
[17][13]: 32.127499, 4200828F
[17][14]: 33.127499, 4204828F
[17][15]: 34.127499, 4208828F
[17][16]: 35.127499, 420C828F
[17][17]: 36.127499, 4210828F
[17][18]: 37.127499, 4214828F
[17][19]: 38.127499, 4218828F
[17][20]: 39.127499, 421C828F
[17][21]: 40.127499, 4220828F
[17][22]: 41.127499, 4224828F
[17][23]: 42.127499, 4228828F
[17][24]: 43.127499, 422C828F
[17][25]: 44.127499, 4230828F
[17][26]: 45.127499, 4234828F
[17][27]: 46.127499, 4238828F
[17][28]: 47.127499, 423C828F
[17][29]: 48.127499, 4240828F
[17][30]: 49.127499, 4244828F
[17][31]: 50.127499, 4248828F
[18][0]: 20.127501, 41A1051F
[18][1]: 21.127501, 41A9051F
[18][2]: 22.127501, 41B1051F
[18][3]: 23.127501, 41B9051F
[18][4]: 24.127501, 41C1051F
[18][5]: 25.127501, 41C9051F
[18][6]: 26.127501, 41D1051F
[18][7]: 27.127501, 41D9051F
[18][8]: 28.127501, 41E1051F
[18][9]: 29.127501, 41E9051F
[18][10]: 30.127501, 41F1051F
[18][11]: 31.127501, 41F9051F
[18][12]: 32.127499, 4200828F
[18][13]: 33.127499, 4204828F
[18][14]: 34.127499, 4208828F
[18][15]: 35.127499, 420C828F
[18][16]: 36.127499, 4210828F
[18][17]: 37.127499, 4214828F
[18][18]: 38.127499, 4218828F
[18][19]: 39.127499, 421C828F
[18][20]: 40.127499, 4220828F
[18][21]: 41.127499, 4224828F
[18][22]: 42.127499, 4228828F
[18][23]: 43.127499, 422C828F
[18][24]: 44.127499, 4230828F
[18][25]: 45.127499, 4234828F
[18][26]: 46.127499, 4238828F
[18][27]: 47.127499, 423C828F
[18][28]: 48.127499, 4240828F
[18][29]: 49.127499, 4244828F
[18][30]: 50.127499, 4248828F
[18][31]: 51.127499, 424C828F
[19][0]: 21.127501, 41A9051F
[19][1]: 22.127501, 41B1051F
[19][2]: 23.127501, 41B9051F
[19][3]: 24.127501, 41C1051F
[19][4]: 25.127501, 41C9051F
[19][5]: 26.127501, 41D1051F
[19][6]: 27.127501, 41D9051F
[19][7]: 28.127501, 41E1051F
[19][8]: 29.127501, 41E9051F
[19][9]: 30.127501, 41F1051F
[19][10]: 31.127501, 41F9051F
[19][11]: 32.127499, 4200828F
[19][12]: 33.127499, 4204828F
[19][13]: 34.127499, 4208828F
[19][14]: 35.127499, 420C828F
[19][15]: 36.127499, 4210828F
[19][16]: 37.127499, 4214828F
[19][17]: 38.127499, 4218828F
[19][18]: 39.127499, 421C828F
[19][19]: 40.127499, 4220828F
[19][20]: 41.127499, 4224828F
[19][21]: 42.127499, 4228828F
[19][22]: 43.127499, 422C828F
[19][23]: 44.127499, 4230828F
[19][24]: 45.127499, 4234828F
[19][25]: 46.127499, 4238828F
[19][26]: 47.127499, 423C828F
[19][27]: 48.127499, 4240828F
[19][28]: 49.127499, 4244828F
[19][29]: 50.127499, 4248828F
[19][30]: 51.127499, 424C828F
[19][31]: 52.127499, 4250828F
[20][0]: 22.127501, 41B1051F
[20][1]: 23.127501, 41B9051F
[20][2]: 24.127501, 41C1051F
[20][3]: 25.127501, 41C9051F
[20][4]: 26.127501, 41D1051F
[20][5]: 27.127501, 41D9051F
[20][6]: 28.127501, 41E1051F
[20][7]: 29.127501, 41E9051F
[20][8]: 30.127501, 41F1051F
[20][9]: 31.127501, 41F9051F
[20][10]: 32.127499, 4200828F
[20][11]: 33.127499, 4204828F
[20][12]: 34.127499, 4208828F
[20][13]: 35.127499, 420C828F
[20][14]: 36.127499, 4210828F
[20][15]: 37.127499, 4214828F
[20][16]: 38.127499, 4218828F
[20][17]: 39.127499, 421C828F
[20][18]: 40.127499, 4220828F
[20][19]: 41.127499, 4224828F
[20][20]: 42.127499, 4228828F
[20][21]: 43.127499, 422C828F
[20][22]: 44.127499, 4230828F
[20][23]: 45.127499, 4234828F
[20][24]: 46.127499, 4238828F
[20][25]: 47.127499, 423C828F
[20][26]: 48.127499, 4240828F
[20][27]: 49.127499, 4244828F
[20][28]: 50.127499, 4248828F
[20][29]: 51.127499, 424C828F
[20][30]: 52.127499, 4250828F
[20][31]: 53.127499, 4254828F
[21][0]: 23.127501, 41B9051F
[21][1]: 24.127501, 41C1051F
[21][2]: 25.127501, 41C9051F
[21][3]: 26.127501, 41D1051F
[21][4]: 27.127501, 41D9051F
[21][5]: 28.127501, 41E1051F
[21][6]: 29.127501, 41E9051F
[21][7]: 30.127501, 41F1051F
[21][8]: 31.127501, 41F9051F
[21][9]: 32.127499, 4200828F
[21][10]: 33.127499, 4204828F
[21][11]: 34.127499, 4208828F
[21][12]: 35.127499, 420C828F
[21][13]: 36.127499, 4210828F
[21][14]: 37.127499, 4214828F
[21][15]: 38.127499, 4218828F
[21][16]: 39.127499, 421C828F
[21][17]: 40.127499, 4220828F
[21][18]: 41.127499, 4224828F
[21][19]: 42.127499, 4228828F
[21][20]: 43.127499, 422C828F
[21][21]: 44.127499, 4230828F
[21][22]: 45.127499, 4234828F
[21][23]: 46.127499, 4238828F
[21][24]: 47.127499, 423C828F
[21][25]: 48.127499, 4240828F
[21][26]: 49.127499, 4244828F
[21][27]: 50.127499, 4248828F
[21][28]: 51.127499, 424C828F
[21][29]: 52.127499, 4250828F
[21][30]: 53.127499, 4254828F
[21][31]: 54.127499, 4258828F
[22][0]: 24.127501, 41C1051F
[22][1]: 25.127501, 41C9051F
[22][2]: 26.127501, 41D1051F
[22][3]: 27.127501, 41D9051F
[22][4]: 28.127501, 41E1051F
[22][5]: 29.127501, 41E9051F
[22][6]: 30.127501, 41F1051F
[22][7]: 31.127501, 41F9051F
[22][8]: 32.127499, 4200828F
[22][9]: 33.127499, 4204828F
[22][10]: 34.127499, 4208828F
[22][11]: 35.127499, 420C828F
[22][12]: 36.127499, 4210828F
[22][13]: 37.127499, 4214828F
[22][14]: 38.127499, 4218828F
[22][15]: 39.127499, 421C828F
[22][16]: 40.127499, 4220828F
[22][17]: 41.127499, 4224828F
[22][18]: 42.127499, 4228828F
[22][19]: 43.127499, 422C828F
[22][20]: 44.127499, 4230828F
[22][21]: 45.127499, 4234828F
[22][22]: 46.127499, 4238828F
[22][23]: 47.127499, 423C828F
[22][24]: 48.127499, 4240828F
[22][25]: 49.127499, 4244828F
[22][26]: 50.127499, 4248828F
[22][27]: 51.127499, 424C828F
[22][28]: 52.127499, 4250828F
[22][29]: 53.127499, 4254828F
[22][30]: 54.127499, 4258828F
[22][31]: 55.127499, 425C828F
[23][0]: 25.127501, 41C9051F
[23][1]: 26.127501, 41D1051F
[23][2]: 27.127501, 41D9051F
[23][3]: 28.127501, 41E1051F
[23][4]: 29.127501, 41E9051F
[23][5]: 30.127501, 41F1051F
[23][6]: 31.127501, 41F9051F
[23][7]: 32.127499, 4200828F
[23][8]: 33.127499, 4204828F
[23][9]: 34.127499, 4208828F
[23][10]: 35.127499, 420C828F
[23][11]: 36.127499, 4210828F
[23][12]: 37.127499, 4214828F
[23][13]: 38.127499, 4218828F
[23][14]: 39.127499, 421C828F
[23][15]: 40.127499, 4220828F
[23][16]: 41.127499, 4224828F
[23][17]: 42.127499, 4228828F
[23][18]: 43.127499, 422C828F
[23][19]: 44.127499, 4230828F
[23][20]: 45.127499, 4234828F
[23][21]: 46.127499, 4238828F
[23][22]: 47.127499, 423C828F
[23][23]: 48.127499, 4240828F
[23][24]: 49.127499, 4244828F
[23][25]: 50.127499, 4248828F
[23][26]: 51.127499, 424C828F
[23][27]: 52.127499, 4250828F
[23][28]: 53.127499, 4254828F
[23][29]: 54.127499, 4258828F
[23][30]: 55.127499, 425C828F
[23][31]: 56.127499, 4260828F
[24][0]: 26.127501, 41D1051F
[24][1]: 27.127501, 41D9051F
[24][2]: 28.127501, 41E1051F
[24][3]: 29.127501, 41E9051F
[24][4]: 30.127501, 41F1051F
[24][5]: 31.127501, 41F9051F
[24][6]: 32.127499, 4200828F
[24][7]: 33.127499, 4204828F
[24][8]: 34.127499, 4208828F
[24][9]: 35.127499, 420C828F
[24][10]: 36.127499, 4210828F
[24][11]: 37.127499, 4214828F
[24][12]: 38.127499, 4218828F
[24][13]: 39.127499, 421C828F
[24][14]: 40.127499, 4220828F
[24][15]: 41.127499, 4224828F
[24][16]: 42.127499, 4228828F
[24][17]: 43.127499, 422C828F
[24][18]: 44.127499, 4230828F
[24][19]: 45.127499, 4234828F
[24][20]: 46.127499, 4238828F
[24][21]: 47.127499, 423C828F
[24][22]: 48.127499, 4240828F
[24][23]: 49.127499, 4244828F
[24][24]: 50.127499, 4248828F
[24][25]: 51.127499, 424C828F
[24][26]: 52.127499, 4250828F
[24][27]: 53.127499, 4254828F
[24][28]: 54.127499, 4258828F
[24][29]: 55.127499, 425C828F
[24][30]: 56.127499, 4260828F
[24][31]: 57.127499, 4264828F
[25][0]: 27.127501, 41D9051F
[25][1]: 28.127501, 41E1051F
[25][2]: 29.127501, 41E9051F
[25][3]: 30.127501, 41F1051F
[25][4]: 31.127501, 41F9051F
[25][5]: 32.127499, 4200828F
[25][6]: 33.127499, 4204828F
[25][7]: 34.127499, 4208828F
[25][8]: 35.127499, 420C828F
[25][9]: 36.127499, 4210828F
[25][10]: 37.127499, 4214828F
[25][11]: 38.127499, 4218828F
[25][12]: 39.127499, 421C828F
[25][13]: 40.127499, 4220828F
[25][14]: 41.127499, 4224828F
[25][15]: 42.127499, 4228828F
[25][16]: 43.127499, 422C828F
[25][17]: 44.127499, 4230828F
[25][18]: 45.127499, 4234828F
[25][19]: 46.127499, 4238828F
[25][20]: 47.127499, 423C828F
[25][21]: 48.127499, 4240828F
[25][22]: 49.127499, 4244828F
[25][23]: 50.127499, 4248828F
[25][24]: 51.127499, 424C828F
[25][25]: 52.127499, 4250828F
[25][26]: 53.127499, 4254828F
[25][27]: 54.127499, 4258828F
[25][28]: 55.127499, 425C828F
[25][29]: 56.127499, 4260828F
[25][30]: 57.127499, 4264828F
[25][31]: 58.127499, 4268828F
[26][0]: 28.127501, 41E1051F
[26][1]: 29.127501, 41E9051F
[26][2]: 30.127501, 41F1051F
[26][3]: 31.127501, 41F9051F
[26][4]: 32.127499, 4200828F
[26][5]: 33.127499, 4204828F
[26][6]: 34.127499, 4208828F
[26][7]: 35.127499, 420C828F
[26][8]: 36.127499, 4210828F
[26][9]: 37.127499, 4214828F
[26][10]: 38.127499, 4218828F
[26][11]: 39.127499, 421C828F
[26][12]: 40.127499, 4220828F
[26][13]: 41.127499, 4224828F
[26][14]: 42.127499, 4228828F
[26][15]: 43.127499, 422C828F
[26][16]: 44.127499, 4230828F
[26][17]: 45.127499, 4234828F
[26][18]: 46.127499, 4238828F
[26][19]: 47.127499, 423C828F
[26][20]: 48.127499, 4240828F
[26][21]: 49.127499, 4244828F
[26][22]: 50.127499, 4248828F
[26][23]: 51.127499, 424C828F
[26][24]: 52.127499, 4250828F
[26][25]: 53.127499, 4254828F
[26][26]: 54.127499, 4258828F
[26][27]: 55.127499, 425C828F
[26][28]: 56.127499, 4260828F
[26][29]: 57.127499, 4264828F
[26][30]: 58.127499, 4268828F
[26][31]: 59.127499, 426C828F
[27][0]: 29.127501, 41E9051F
[27][1]: 30.127501, 41F1051F
[27][2]: 31.127501, 41F9051F
[27][3]: 32.127499, 4200828F
[27][4]: 33.127499, 4204828F
[27][5]: 34.127499, 4208828F
[27][6]: 35.127499, 420C828F
[27][7]: 36.127499, 4210828F
[27][8]: 37.127499, 4214828F
[27][9]: 38.127499, 4218828F
[27][10]: 39.127499, 421C828F
[27][11]: 40.127499, 4220828F
[27][12]: 41.127499, 4224828F
[27][13]: 42.127499, 4228828F
[27][14]: 43.127499, 422C828F
[27][15]: 44.127499, 4230828F
[27][16]: 45.127499, 4234828F
[27][17]: 46.127499, 4238828F
[27][18]: 47.127499, 423C828F
[27][19]: 48.127499, 4240828F
[27][20]: 49.127499, 4244828F
[27][21]: 50.127499, 4248828F
[27][22]: 51.127499, 424C828F
[27][23]: 52.127499, 4250828F
[27][24]: 53.127499, 4254828F
[27][25]: 54.127499, 4258828F
[27][26]: 55.127499, 425C828F
[27][27]: 56.127499, 4260828F
[27][28]: 57.127499, 4264828F
[27][29]: 58.127499, 4268828F
[27][30]: 59.127499, 426C828F
[27][31]: 60.127499, 4270828F
[28][0]: 30.127501, 41F1051F
[28][1]: 31.127501, 41F9051F
[28][2]: 32.127499, 4200828F
[28][3]: 33.127499, 4204828F
[28][4]: 34.127499, 4208828F
[28][5]: 35.127499, 420C828F
[28][6]: 36.127499, 4210828F
[28][7]: 37.127499, 4214828F
[28][8]: 38.127499, 4218828F
[28][9]: 39.127499, 421C828F
[28][10]: 40.127499, 4220828F
[28][11]: 41.127499, 4224828F
[28][12]: 42.127499, 4228828F
[28][13]: 43.127499, 422C828F
[28][14]: 44.127499, 4230828F
[28][15]: 45.127499, 4234828F
[28][16]: 46.127499, 4238828F
[28][17]: 47.127499, 423C828F
[28][18]: 48.127499, 4240828F
[28][19]: 49.127499, 4244828F
[28][20]: 50.127499, 4248828F
[28][21]: 51.127499, 424C828F
[28][22]: 52.127499, 4250828F
[28][23]: 53.127499, 4254828F
[28][24]: 54.127499, 4258828F
[28][25]: 55.127499, 425C828F
[28][26]: 56.127499, 4260828F
[28][27]: 57.127499, 4264828F
[28][28]: 58.127499, 4268828F
[28][29]: 59.127499, 426C828F
[28][30]: 60.127499, 4270828F
[28][31]: 61.127499, 4274828F
[29][0]: 31.127501, 41F9051F
[29][1]: 32.127499, 4200828F
[29][2]: 33.127499, 4204828F
[29][3]: 34.127499, 4208828F
[29][4]: 35.127499, 420C828F
[29][5]: 36.127499, 4210828F
[29][6]: 37.127499, 4214828F
[29][7]: 38.127499, 4218828F
[29][8]: 39.127499, 421C828F
[29][9]: 40.127499, 4220828F
[29][10]: 41.127499, 4224828F
[29][11]: 42.127499, 4228828F
[29][12]: 43.127499, 422C828F
[29][13]: 44.127499, 4230828F
[29][14]: 45.127499, 4234828F
[29][15]: 46.127499, 4238828F
[29][16]: 47.127499, 423C828F
[29][17]: 48.127499, 4240828F
[29][18]: 49.127499, 4244828F
[29][19]: 50.127499, 4248828F
[29][20]: 51.127499, 424C828F
[29][21]: 52.127499, 4250828F
[29][22]: 53.127499, 4254828F
[29][23]: 54.127499, 4258828F
[29][24]: 55.127499, 425C828F
[29][25]: 56.127499, 4260828F
[29][26]: 57.127499, 4264828F
[29][27]: 58.127499, 4268828F
[29][28]: 59.127499, 426C828F
[29][29]: 60.127499, 4270828F
[29][30]: 61.127499, 4274828F
[29][31]: 62.127499, 4278828F
[30][0]: 32.127499, 4200828F
[30][1]: 33.127499, 4204828F
[30][2]: 34.127499, 4208828F
[30][3]: 35.127499, 420C828F
[30][4]: 36.127499, 4210828F
[30][5]: 37.127499, 4214828F
[30][6]: 38.127499, 4218828F
[30][7]: 39.127499, 421C828F
[30][8]: 40.127499, 4220828F
[30][9]: 41.127499, 4224828F
[30][10]: 42.127499, 4228828F
[30][11]: 43.127499, 422C828F
[30][12]: 44.127499, 4230828F
[30][13]: 45.127499, 4234828F
[30][14]: 46.127499, 4238828F
[30][15]: 47.127499, 423C828F
[30][16]: 48.127499, 4240828F
[30][17]: 49.127499, 4244828F
[30][18]: 50.127499, 4248828F
[30][19]: 51.127499, 424C828F
[30][20]: 52.127499, 4250828F
[30][21]: 53.127499, 4254828F
[30][22]: 54.127499, 4258828F
[30][23]: 55.127499, 425C828F
[30][24]: 56.127499, 4260828F
[30][25]: 57.127499, 4264828F
[30][26]: 58.127499, 4268828F
[30][27]: 59.127499, 426C828F
[30][28]: 60.127499, 4270828F
[30][29]: 61.127499, 4274828F
[30][30]: 62.127499, 4278828F
[30][31]: 63.127499, 427C828F
[31][0]: 33.127499, 4204828F
[31][1]: 34.127499, 4208828F
[31][2]: 35.127499, 420C828F
[31][3]: 36.127499, 4210828F
[31][4]: 37.127499, 4214828F
[31][5]: 38.127499, 4218828F
[31][6]: 39.127499, 421C828F
[31][7]: 40.127499, 4220828F
[31][8]: 41.127499, 4224828F
[31][9]: 42.127499, 4228828F
[31][10]: 43.127499, 422C828F
[31][11]: 44.127499, 4230828F
[31][12]: 45.127499, 4234828F
[31][13]: 46.127499, 4238828F
[31][14]: 47.127499, 423C828F
[31][15]: 48.127499, 4240828F
[31][16]: 49.127499, 4244828F
[31][17]: 50.127499, 4248828F
[31][18]: 51.127499, 424C828F
[31][19]: 52.127499, 4250828F
[31][20]: 53.127499, 4254828F
[31][21]: 54.127499, 4258828F
[31][22]: 55.127499, 425C828F
[31][23]: 56.127499, 4260828F
[31][24]: 57.127499, 4264828F
[31][25]: 58.127499, 4268828F
[31][26]: 59.127499, 426C828F
[31][27]: 60.127499, 4270828F
[31][28]: 61.127499, 4274828F
[31][29]: 62.127499, 4278828F
[31][30]: 63.127499, 427C828F
[31][31]: 64.127502, 42804148
[0][0]: 12176.339844, 463E415C
[0][1]: 12712.339844, 4646A15C
[0][2]: 13248.337891, 464F015A
[0][3]: 13784.337891, 4657615A
[0][4]: 14320.337891, 465FC15A
[0][5]: 14856.339844, 4668215C
[0][6]: 15392.339844, 4670815C
[0][7]: 15928.339844, 4678E15C
[0][8]: 16464.339844, 4680A0AE
[0][9]: 17000.339844, 4684D0AE
[0][10]: 17536.339844, 468900AE
[0][11]: 18072.339844, 468D30AE
[0][12]: 18608.337891, 469160AD
[0][13]: 19144.337891, 469590AD
[0][14]: 19680.339844, 4699C0AE
[0][15]: 20216.339844, 469DF0AE
[0][16]: 20752.337891, 46A220AD
[0][17]: 21288.337891, 46A650AD
[0][18]: 21824.337891, 46AA80AD
[0][19]: 22360.337891, 46AEB0AD
[0][20]: 22896.337891, 46B2E0AD
[0][21]: 23432.337891, 46B710AD
[0][22]: 23968.337891, 46BB40AD
[0][23]: 24504.337891, 46BF70AD
[0][24]: 25040.337891, 46C3A0AD
[0][25]: 25576.337891, 46C7D0AD
[0][26]: 26112.337891, 46CC00AD
[0][27]: 26648.337891, 46D030AD
[0][28]: 27184.337891, 46D460AD
[0][29]: 27720.337891, 46D890AD
[0][30]: 28256.337891, 46DCC0AD
[0][31]: 28792.337891, 46E0F0AD
[1][0]: 12740.418945, 464711AD
[1][1]: 13308.418945, 464FF1AD
[1][2]: 13876.418945, 4658D1AD
[1][3]: 14444.418945, 4661B1AD
[1][4]: 15012.418945, 466A91AD
[1][5]: 15580.418945, 467371AD
[1][6]: 16148.418945, 467C51AD
[1][7]: 16716.419922, 468298D7
[1][8]: 17284.419922, 468708D7
[1][9]: 17852.419922, 468B78D7
[1][10]: 18420.419922, 468FE8D7
[1][11]: 18988.421875, 469458D8
[1][12]: 19556.421875, 4698C8D8
[1][13]: 20124.419922, 469D38D7
[1][14]: 20692.419922, 46A1A8D7
[1][15]: 21260.419922, 46A618D7
[1][16]: 21828.419922, 46AA88D7
[1][17]: 22396.419922, 46AEF8D7
[1][18]: 22964.419922, 46B368D7
[1][19]: 23532.419922, 46B7D8D7
[1][20]: 24100.419922, 46BC48D7
[1][21]: 24668.419922, 46C0B8D7
[1][22]: 25236.419922, 46C528D7
[1][23]: 25804.419922, 46C998D7
[1][24]: 26372.419922, 46CE08D7
[1][25]: 26940.419922, 46D278D7
[1][26]: 27508.419922, 46D6E8D7
[1][27]: 28076.419922, 46DB58D7
[1][28]: 28644.419922, 46DFC8D7
[1][29]: 29212.417969, 46E438D6
[1][30]: 29780.417969, 46E8A8D6
[1][31]: 30348.419922, 46ED18D7
[2][0]: 13304.500000, 464FE200
[2][1]: 13904.499023, 465941FF
[2][2]: 14504.499023, 4662A1FF
[2][3]: 15104.499023, 466C01FF
[2][4]: 15704.499023, 467561FF
[2][5]: 16304.499023, 467EC1FF
[2][6]: 16904.498047, 468410FF
[2][7]: 17504.498047, 4688C0FF
[2][8]: 18104.500000, 468D7100
[2][9]: 18704.500000, 46922100
[2][10]: 19304.500000, 4696D100
[2][11]: 19904.500000, 469B8100
[2][12]: 20504.501953, 46A03101
[2][13]: 21104.500000, 46A4E100
[2][14]: 21704.500000, 46A99100
[2][15]: 22304.500000, 46AE4100
[2][16]: 22904.500000, 46B2F100
[2][17]: 23504.500000, 46B7A100
[2][18]: 24104.500000, 46BC5100
[2][19]: 24704.500000, 46C10100
[2][20]: 25304.500000, 46C5B100
[2][21]: 25904.500000, 46CA6100
[2][22]: 26504.500000, 46CF1100
[2][23]: 27104.500000, 46D3C100
[2][24]: 27704.500000, 46D87100
[2][25]: 28304.500000, 46DD2100
[2][26]: 28904.500000, 46E1D100
[2][27]: 29504.500000, 46E68100
[2][28]: 30104.500000, 46EB3100
[2][29]: 30704.500000, 46EFE100
[2][30]: 31304.500000, 46F49100
[2][31]: 31904.500000, 46F94100
[3][0]: 13868.580078, 4658B252
[3][1]: 14500.579102, 46629251
[3][2]: 15132.579102, 466C7251
[3][3]: 15764.579102, 46765251
[3][4]: 16396.580078, 46801929
[3][5]: 17028.580078, 46850929
[3][6]: 17660.580078, 4689F929
[3][7]: 18292.578125, 468EE928
[3][8]: 18924.578125, 4693D928
[3][9]: 19556.580078, 4698C929
[3][10]: 20188.580078, 469DB929
[3][11]: 20820.580078, 46A2A929
[3][12]: 21452.580078, 46A79929
[3][13]: 22084.582031, 46AC892A
[3][14]: 22716.580078, 46B17929
[3][15]: 23348.580078, 46B66929
[3][16]: 23980.580078, 46BB5929
[3][17]: 24612.580078, 46C04929
[3][18]: 25244.580078, 46C53929
[3][19]: 25876.580078, 46CA2929
[3][20]: 26508.580078, 46CF1929
[3][21]: 27140.580078, 46D40929
[3][22]: 27772.580078, 46D8F929
[3][23]: 28404.580078, 46DDE929
[3][24]: 29036.580078, 46E2D929
[3][25]: 29668.580078, 46E7C929
[3][26]: 30300.580078, 46ECB929
[3][27]: 30932.580078, 46F1A929
[3][28]: 31564.580078, 46F69929
[3][29]: 32196.580078, 46FB8929
[3][30]: 32828.582031, 47003C95
[3][31]: 33460.582031, 4702B495
[4][0]: 14432.661133, 466182A5
[4][1]: 15096.661133, 466BE2A5
[4][2]: 15760.660156, 467642A4
[4][3]: 16424.658203, 46805151
[4][4]: 17088.658203, 46858151
[4][5]: 17752.660156, 468AB152
[4][6]: 18416.660156, 468FE152
[4][7]: 19080.658203, 46951151
[4][8]: 19744.656250, 469A4150
[4][9]: 20408.658203, 469F7151
[4][10]: 21072.660156, 46A4A152
[4][11]: 21736.660156, 46A9D152
[4][12]: 22400.660156, 46AF0152
[4][13]: 23064.660156, 46B43152
[4][14]: 23728.660156, 46B96152
[4][15]: 24392.660156, 46BE9152
[4][16]: 25056.658203, 46C3C151
[4][17]: 25720.658203, 46C8F151
[4][18]: 26384.660156, 46CE2152
[4][19]: 27048.660156, 46D35152
[4][20]: 27712.660156, 46D88152
[4][21]: 28376.658203, 46DDB151
[4][22]: 29040.658203, 46E2E151
[4][23]: 29704.658203, 46E81151
[4][24]: 30368.658203, 46ED4151
[4][25]: 31032.658203, 46F27151
[4][26]: 31696.658203, 46F7A151
[4][27]: 32360.658203, 46FCD151
[4][28]: 33024.660156, 470100A9
[4][29]: 33688.660156, 470398A9
[4][30]: 34352.660156, 470630A9
[4][31]: 35016.660156, 4708C8A9
[5][0]: 14996.740234, 466A52F6
[5][1]: 15692.740234, 467532F6
[5][2]: 16388.740234, 4680097B
[5][3]: 17084.740234, 4685797B
[5][4]: 17780.740234, 468AE97B
[5][5]: 18476.740234, 4690597B
[5][6]: 19172.740234, 4695C97B
[5][7]: 19868.740234, 469B397B
[5][8]: 20564.740234, 46A0A97B
[5][9]: 21260.738281, 46A6197A
[5][10]: 21956.738281, 46AB897A
[5][11]: 22652.740234, 46B0F97B
[5][12]: 23348.740234, 46B6697B
[5][13]: 24044.740234, 46BBD97B
[5][14]: 24740.740234, 46C1497B
[5][15]: 25436.740234, 46C6B97B
[5][16]: 26132.740234, 46CC297B
[5][17]: 26828.740234, 46D1997B
[5][18]: 27524.740234, 46D7097B
[5][19]: 28220.740234, 46DC797B
[5][20]: 28916.740234, 46E1E97B
[5][21]: 29612.740234, 46E7597B
[5][22]: 30308.740234, 46ECC97B
[5][23]: 31004.740234, 46F2397B
[5][24]: 31700.740234, 46F7A97B
[5][25]: 32396.740234, 46FD197B
[5][26]: 33092.738281, 470144BD
[5][27]: 33788.738281, 4703FCBD
[5][28]: 34484.738281, 4706B4BD
[5][29]: 35180.738281, 47096CBD
[5][30]: 35876.738281, 470C24BD
[5][31]: 36572.738281, 470EDCBD
[6][0]: 15560.820312, 46732348
[6][1]: 16288.820312, 467E8348
[6][2]: 17016.820312, 4684F1A4
[6][3]: 17744.820312, 468AA1A4
[6][4]: 18472.820312, 469051A4
[6][5]: 19200.820312, 469601A4
[6][6]: 19928.820312, 469BB1A4
[6][7]: 20656.820312, 46A161A4
[6][8]: 21384.820312, 46A711A4
[6][9]: 22112.820312, 46ACC1A4
[6][10]: 22840.818359, 46B271A3
[6][11]: 23568.818359, 46B821A3
[6][12]: 24296.820312, 46BDD1A4
[6][13]: 25024.820312, 46C381A4
[6][14]: 25752.820312, 46C931A4
[6][15]: 26480.820312, 46CEE1A4
[6][16]: 27208.820312, 46D491A4
[6][17]: 27936.820312, 46DA41A4
[6][18]: 28664.820312, 46DFF1A4
[6][19]: 29392.820312, 46E5A1A4
[6][20]: 30120.820312, 46EB51A4
[6][21]: 30848.820312, 46F101A4
[6][22]: 31576.820312, 46F6B1A4
[6][23]: 32304.820312, 46FC61A4
[6][24]: 33032.820312, 470108D2
[6][25]: 33760.820312, 4703E0D2
[6][26]: 34488.820312, 4706B8D2
[6][27]: 35216.816406, 470990D1
[6][28]: 35944.816406, 470C68D1
[6][29]: 36672.816406, 470F40D1
[6][30]: 37400.816406, 471218D1
[6][31]: 38128.820312, 4714F0D2
[7][0]: 16124.900391, 467BF39A
[7][1]: 16884.900391, 4683E9CD
[7][2]: 17644.900391, 4689D9CD
[7][3]: 18404.898438, 468FC9CC
[7][4]: 19164.898438, 4695B9CC
[7][5]: 19924.900391, 469BA9CD
[7][6]: 20684.900391, 46A199CD
[7][7]: 21444.898438, 46A789CC
[7][8]: 22204.900391, 46AD79CD
[7][9]: 22964.900391, 46B369CD
[7][10]: 23724.900391, 46B959CD
[7][11]: 24484.896484, 46BF49CB
[7][12]: 25244.898438, 46C539CC
[7][13]: 26004.898438, 46CB29CC
[7][14]: 26764.900391, 46D119CD
[7][15]: 27524.900391, 46D709CD
[7][16]: 28284.900391, 46DCF9CD
[7][17]: 29044.900391, 46E2E9CD
[7][18]: 29804.900391, 46E8D9CD
[7][19]: 30564.900391, 46EEC9CD
[7][20]: 31324.900391, 46F4B9CD
[7][21]: 32084.898438, 46FAA9CC
[7][22]: 32844.902344, 47004CE7
[7][23]: 33604.902344, 470344E7
[7][24]: 34364.902344, 47063CE7
[7][25]: 35124.898438, 470934E6
[7][26]: 35884.898438, 470C2CE6
[7][27]: 36644.898438, 470F24E6
